longitude	latitude	depth	Scaled Size
91.3559	25.722	10	0.1
88.9197	38.6483	10	0.1
71.3745	36.722	148.631	0.1
71.2765	36.5387	229.843	0.1
95.4345	25.0831	9.904	0.1
75.8514	33.2711	25.38	0.1
70.8281	36.448	136.454	0.1
71.1318	36.5101	97.515	0.1
73.1048	37.36	55.299	0.1
78.3517	31.536	10	0.1
71.3091	36.8038	179.591	0.1
68.8223	36.1005	44.297	0.1
70.6083	36.351	135.617	0.1
70.9395	36.5057	191.366	0.1
97.2699	34.7685	10	0.1
87.1355	37.9322	10	0.1
70.3799	36.4332	212.628	0.1
73.4183	38.6833	94.183	0.1
96.6035	26.9851	10	0.1
73.8728	38.4033	138.127	0.1
73.1129	37.4017	65.627	0.1
88.9465	34.367	10	0.1
71.2895	36.4892	127.013	0.1
71.8746	37.3011	140.638	0.1
71.0511	36.5042	189.869	0.1
72.2129	37.5042	195.83	0.1
69.5154	34.449	14.775	0.1
72.2739	39.1779	10	0.1
70.8908	36.5132	193.375	0.1
73.5863	38.1487	168.224	0.1
72.2479	37.5576	187.438	0.1
68.4073	29.8241	10	0.1
79.772	35.614	13.774	0.1
75.9599	33.0208	10	0.1
79.8923	35.8001	10	0.1
79.9423	35.7353	13.597	0.1
75.9002	33.2377	10	0.1
72.6028	38.0364	121.87	0.1
67.8378	38.5352	10	0.1
94.3219	32.5391	16.403	0.1
72.3681	37.5969	192.286	0.1
86.7874	33.159	10	0.1
95.2775	26.1093	77.469	0.1
81.5777	29.71	27.16	0.1
71.1199	37.0794	125.105	0.1
70.9846	36.6115	211.106	0.1
71.46	36.6906	178.368	0.1
73.3511	37.9334	10	0.1
73.2875	37.9557	10	0.1
71.0951	33.7716	55.677	0.1
73.2367	38.0228	23.282	0.1
72.0979	37.6502	10	0.1
93.6396	38.3401	10	0.1
96.2529	25.2464	10	0.1
69.4477	35.7826	106.6	0.1
70.6056	36.5071	200.839	0.1
95.1588	26.0736	31.912	0.1
71.3559	36.5187	85.558	0.1
69.7219	36.2923	186.536	0.1
73.1842	38.5796	9.861	0.1
71.1854	36.1767	101.206	0.1
91.4759	28.6722	10	0.1
85.9811	35.0875	12.36	0.1
92.6797	27.0688	10	0.1
71.3831	36.8547	182.814	0.1
73.0079	38.249	127.662	0.1
75.0521	39.8451	49.604	0.1
73.3477	37.8644	13.887	0.1
71.1661	36.3715	141.49	0.1
81.2484	29.6551	10	0.1
71.2008	36.5082	102.101	0.1
91.0903	33.6241	10	0.1
71.9962	37.3714	137.508	0.1
71.5966	37.6959	35	0.1
72.915	38.3595	113.483	0.1
72.2349	37.5346	188.529	0.1
69.4702	38.3095	16.824	0.1
71.716	37.9259	10	0.1
71.0141	36.4788	125.965	0.1
70.5257	39.3829	10	0.1
69.7255	36.5765	163.012	0.1
70.9317	36.099	104.453	0.1
73.0302	38.116	11.278	0.1
72.3351	37.6162	176.509	0.1
71.3134	36.973	110.872	0.1
75.0264	33.9253	10	0.1
86.6245	28.9028	42.645	0.1
80.185	35.844	10	0.1
79.0377	30.5173	27.66	0.1
72.8969	38.3274	62.131	0.1
71.2122	36.5761	118.428	0.1
71.0545	36.6457	225.152	0.1
73.3204	38.5168	99.581	0.1
71.1848	36.7193	245.884	0.1
73.9963	34.9011	10	0.1
81.5302	29.5729	10	0.1
70.9101	36.47	119.175	0.1
70.0889	37.4639	9.759	0.1
73.2671	38.0778	10.789	0.1
73.106	38.2479	48.709	0.1
70.993	36.6448	228.341	0.1
71.081	36.7068	223.174	0.1
73.6471	34.3015	10	0.1
70.6973	36.5066	195.302	0.1
87.3828	26.0018	10	0.1
69.3989	36.2421	38.828	0.1
70.9436	36.5582	204.637	0.1
71.074	36.6746	210.354	0.1
70.8734	36.5602	178.234	0.1
86.7146	28.6582	68.028	0.1
96.2774	25.2055	10	0.1
70.5873	34.6449	50.284	0.1
90.446	25.8896	10	0.1
86.1761	27.6685	10	0.1
93.7127	34.4197	10	0.1
70.8464	35.6273	93.224	0.1
73.0213	38.2314	132.171	0.1
71.1131	36.6498	215.123	0.1
70.8946	36.5285	205.288	0.1
71.2869	36.7237	179.668	0.1
70.2756	36.5043	199.223	0.1
70.6034	34.5884	53.083	0.1
71.6499	37.3172	138.867	0.1
70.0075	36.3288	127.097	0.1
71.1798	36.4008	120.22	0.1
67.2063	28.278	10	0.1
81.828	29.6326	30.882	0.1
71.2181	36.3466	83.664	0.1
70.9198	36.4287	138.988	0.1
71.2691	36.1532	129.326	0.1
73.2493	38.0083	23.331	0.1
73.3714	38.5561	112.984	0.1
69.9088	39.2065	10	0.1
69.8053	39.3552	10	0.1
73.1948	38.5353	10	0.1
81.9103	33.7831	10	0.1
81.9445	34.6294	10	0.1
81.3799	35.0409	10	0.1
81.8368	34.8803	16.409	0.1
74.432	39.7903	17.238	0.1
73.0154	38.1375	10.023	0.1
67.3618	39.1174	10	0.1
73.018	38.0486	10	0.1
70.4125	36.4904	210.153	0.1
70.4377	36.2146	100.94	0.1
70.4159	36.5038	201.292	0.1
71.796	37.1949	156.752	0.1
73.4747	38.4571	119.558	0.1
73.0576	38.0169	10	0.1
71.8399	37.3831	130.641	0.1
73.0709	38.2311	10	0.1
73.2756	38.035	10	0.1
71.8957	37.164	152.986	0.1
73.8195	38.5557	112.151	0.1
67.4737	26.2173	10	0.1
73.183	38.2949	10	0.1
71.3667	36.7649	179.856	0.1
73.2536	38.0909	61.198	0.1
94.9521	29.8612	10	0.1
87.3045	28.3307	10	0.1
73.0064	38.0296	10	0.1
70.8632	36.4588	183.185	0.1
70.7789	36.4747	202.552	0.1
73.0361	38.2315	10	0.1
73.042	37.9433	10	0.1
70.6141	36.3774	180.148	0.1
73.0467	38.0706	11.263	0.1
70.7199	36.1711	115.224	0.1
81.127	29.7352	10	0.1
87.6742	38.4424	14.619	0.1
90.4081	25.6554	10	0.1
73.085	38.2447	10	0.1
73.1652	38.2836	11.953	0.1
73.1907	38.1086	10	0.1
72.7349	33.7601	10	0.1
73.0051	38.3267	10	0.1
73.3229	37.7803	10	0.1
73.6046	37.603	11.082	0.1
73.1864	38.2408	10	0.1
73.0006	38.0547	10	0.1
73.2079	38.1585	10	0.1
73.0303	37.9117	11.951	0.1
93.5414	31.7809	16.796	0.1
70.0083	36.201	171.083	0.1
71.9128	37.372	138.466	0.1
70.2087	36.5342	207.364	0.1
70.8332	36.527	179.846	0.1
91.8394	25.1917	57.099	0.1
71.02	36.6928	218.501	0.1
72.5706	38.1834	115.36	0.1
70.3753	36.4994	202.811	0.1
71.2129	36.5303	97.28	0.1
88.0003	27.986	60.903	0.1
92.9259	26.3749	10	0.1
69.9963	31.682	10	0.1
71.1258	36.7449	210.571	0.1
92.9392	31.927	15.284	0.1
93.6523	31.7237	10	0.1
70.3144	36.5065	194.34	0.1
71.4678	37.2483	113.734	0.1
70.9881	36.4381	153.041	0.1
73.1038	39.2118	10	0.1
71.2009	36.6455	221.972	0.1
70.7814	36.4094	205.818	0.1
68.7661	36.2121	69.431	0.1
72.8907	33.5931	30.793	0.1
80.0799	35.811	15.071	0.1
71.3233	36.4986	92.65	0.1
74.7829	39.6189	39.36	0.1
67.6255	36.6217	10	0.1
74.2357	38.0851	177.01	0.1
90.4362	25.7328	36.679	0.1
70.2975	36.0944	123.331	0.1
72.2706	37.4946	189.559	0.1
80.0682	35.6956	10	0.1
99.0858	38.5293	11.284	0.1
70.8744	36.5949	214.022	0.1
73.977	38.2712	158.875	0.1
71.8601	37.3661	140.956	0.1
70.2902	36.4969	202.922	0.1
81.8588	33.6574	10	0.1
80.4047	35.4553	10	0.1
69.6013	36.492	10	0.1
80.2659	35.7132	10	0.1
80.0339	35.7538	10	0.1
75.3284	38.3735	144.762	0.1
92.4784	32.9751	10	0.1
71.1482	36.4328	231.547	0.1
82.9741	31.6045	10	0.1
74.116	38.1593	174.6	0.1
70.9571	36.5315	193.763	0.1
75.7027	38.6604	10	0.1
68.7722	36.4511	10	0.1
70.5933	38.9914	10	0.1
73.979	31.7032	10	0.1
87.073	33.2233	10	0.1
90.3069	27.5974	35	0.1
72.3573	38.0399	117.822	0.1
70.1934	29.7295	10	0.1
76.9958	36.691	98.403	0.1
76.6286	28.7191	10	0.1
71.4086	36.6977	181.299	0.1
70.9592	36.5728	202.082	0.1
74.2315	38.2062	167.546	0.1
83.6137	28.926	24.596	0.1
81.816	33.5442	10	0.1
70.8007	36.5225	177.945	0.1
74.9006	39.6433	50.804	0.1
83.1015	28.4999	10	0.1
83.0809	28.5471	10	0.1
71.0735	36.7182	221.368	0.1
70.8832	36.5404	185.215	0.1
71.4099	36.5417	116.948	0.1
78.6195	36.861	10	0.1
94.2256	31.8349	10	0.1
70.589	39.1362	10	0.1
84.4438	33.5804	10	0.1
75.4072	38.3407	133.25	0.1
77.8226	37.562	10	0.1
69.5846	38.9959	14.79	0.1
71.0118	36.3421	104.319	0.1
71.9181	37.3076	153.663	0.1
69.2784	36.3305	12.274	0.1
96.3491	30.7282	10	0.1
71.0032	36.5658	219.279	0.1
71.0593	36.6716	243.953	0.1
69.3476	34.6418	25.69	0.1
72.1979	37.3421	218.043	0.1
71.9174	37.8698	99.634	0.1
73.6617	38.6815	104.947	0.1
95.3931	26.0254	99.202	0.1
71.2461	36.4811	120.961	0.1
72.44	37.9806	129.034	0.1
70.4886	36.5299	206.272	0.1
71.4785	36.5846	90.921	0.1
71.0115	35.4013	97.436	0.1
71.8873	37.0987	183.542	0.1
70.6357	36.3986	140.832	0.1
97.2068	32.3249	10	0.1
71.7267	39.481	5.084	0.1
71.0338	36.6873	230.981	0.1
70.6088	36.5152	200.696	0.1
71.2267	36.6778	216.267	0.1
70.6926	36.3563	102.269	0.1
77.8163	36.186	85.634	0.1
71.2504	36.556	100.444	0.1
72.7253	37.9622	148.252	0.1
69.8367	36.8229	10	0.1
71.1539	36.6665	207.291	0.1
71.3665	36.6359	223.813	0.1
68.2441	29.9755	36.082	0.1
70.5727	34.6684	10	0.1
81.7097	33.4826	10	0.1
73.2614	39.5303	55.266	0.1
88.0892	33.4034	10.778	0.1
70.9558	36.3373	108.455	0.1
72.1278	33.5036	25.92	0.1
76.9792	31.8986	10	0.1
71.002	36.469	153.469	0.1
92.051	33.0877	10	0.1
73.0214	31.6076	10	0.1
82.0467	33.6266	10	0.1
81.1564	29.352	10	0.1
80.2903	29.9803	22.974	0.1
86.6701	28.9207	10	0.1
88.2153	27.9764	10	0.1
70.5744	36.4624	202.019	0.1
70.3789	36.5149	196.417	0.1
70.8899	36.6048	215.868	0.1
71.6794	37.2656	114.894	0.1
71.307	36.3763	100.585	0.1
72.8245	39.7221	13.354	0.1
71.4367	36.5904	112.713	0.1
92.205	25.1215	10	0.1
71.3103	36.5144	93.169	0.1
81.0921	29.5573	10	0.1
70.0701	38.6403	10	0.1
71.2745	36.5219	130.931	0.1
77.8729	37.8092	10	0.1
92.2723	37.6993	10	0.1
67.4179	26.3746	10	0.1
77.8972	37.5077	18.977	0.1
77.9462	37.7085	10	0.1
71.1062	36.6385	203.205	0.1
69.793	36.7349	300.149	0.1
71.2038	36.2664	99.091	0.1
86.0362	27.8248	22.2	0.1
73.4456	38.4568	124.266	0.1
78.6637	32.3641	10	0.1
71.7652	39.4049	6.782	0.1
99.6333	29.9412	10	0.1
70.8961	36.6384	219.825	0.1
70.7118	36.359	135.869	0.1
70.3221	36.4985	220.12	0.1
70.7686	36.1294	91.572	0.1
92.3768	33.2718	10	0.1
78.0566	37.7503	10	0.1
70.0931	37.2556	11.835	0.1
78.1831	37.7411	10	0.1
77.8283	37.5813	18.405	0.1
72.6568	36.3288	58.337	0.1
73.58	32.8847	10	0.1
70.6052	35.9041	101.245	0.1
99.585	29.8996	10	0.1
72.5349	37.2019	8.499	0.1
71.0249	36.5316	199.179	0.1
81.9355	33.6845	10	0.1
70.6615	36.0685	107.646	0.1
81.4719	32.4185	10	0.1
72.3078	37.9795	121.348	0.1
99.3248	29.8057	10	0.1
70.603	34.7011	10	0.1
71.173	36.4285	207.395	0.1
71.3253	36.7216	183.637	0.1
80.1396	34.6823	10	0.1
99.7046	29.9356	10	0.1
82.7913	31.2049	16.108	0.1
77.9225	35.9282	10	0.1
71.2341	36.9732	104.279	0.1
95.861	28.8975	10	0.1
96.6018	26.368	122.703	0.1
72.614	38.0323	128.834	0.1
96.133	26.6232	10	0.1
71.0865	36.5582	200.937	0.1
81.911	33.5248	10	0.1
69.7646	39.8204	10	0.1
77.7205	35.9625	10	0.1
76.9196	38.3825	10	0.1
71.5176	37.0889	115.673	0.1
77.8306	35.9009	10	0.1
71.2004	36.6965	197.819	0.1
71.1671	36.5732	209.002	0.1
81.9599	33.6179	10	0.1
71.9369	37.5546	9.803	0.1
92.8086	31.8067	10	0.1
92.7896	31.8483	10	0.1
88.8317	33.6729	12.679	0.1
82.0102	33.5925	10	0.1
71.7054	38.8036	10	0.1
71.1575	36.4496	137.894	0.1
96.1153	29.024	10	0.1
81.2853	35.0258	10	0.1
99.7323	30.0903	10	0.1
70.9051	35.928	94.985	0.1
99.5745	30.0203	10	0.1
75.7219	33.1509	10	0.1
96.5515	37.452	10	0.1
75.8439	33.2367	10	0.1
70.8175	36.561	203.258	0.1
90.2706	33.0358	10	0.1
90.4421	33.1189	10	0.1
67.4689	26.8918	10	0.1
92.8321	33.0004	10	0.1
99.9823	25.6628	10	0.1
71.2298	36.3121	102.123	0.1
71.2229	37.1641	80.839	0.1
83.4054	32.6407	10	0.1
81.8439	33.6101	10	0.1
81.7365	33.581	10	0.1
71.2897	36.5995	110.101	0.1
71.2334	36.6671	228.415	0.1
84.9833	27.7936	10	0.1
74.6074	39.51	10	0.1
74.4926	39.5635	10	0.1
71.1844	36.4332	143.347	0.1
69.0816	32.5867	10	0.1
89.5344	25.1564	10	0.1
80.2097	34.644	10	0.1
85.5825	27.8961	10	0.1
78.396	30.7594	20.888	0.1
71.5649	39.1953	10	0.1
69.5038	32.9587	10	0.1
69.4451	33.0329	10	0.1
71.0468	36.6953	211.03	0.1
69.4929	34.4397	48.584	0.1
75.4119	39.7702	39.759	0.1
73.2962	38.4559	127.455	0.1
70.7605	36.0582	110.08	0.1
71.2331	36.5302	204.14	0.1
80.8736	29.6405	10	0.1
71.0547	36.4514	134.96	0.1
94.1134	27.8815	10	0.1
71.1755	36.4242	89	0.1
69.7582	35.6261	88.86	0.1
71.4016	38.2635	35	0.1
73.4443	38.7944	102.68	0.1
83.3899	36.5046	10	0.1
71.873	37.3368	166.86	0.1
89.0981	27.0855	10	0.1
89.2837	27.1505	10	0.1
76.6692	28.8231	10	0.1
70.8165	36.4865	145.65	0.1
69.5438	33.0083	10	0.1
70.5109	36.5151	220.16	0.1
70.729	36.4687	214.33	0.1
69.5099	32.9999	10	0.1
70.8008	36.4196	116.41	0.1
74.0337	39.7414	10	0.1
71.0265	36.5803	219.13	0.1
70.8475	36.5427	201.87	0.1
75.1955	37.8328	61.33	0.1
85.3048	34.4072	10	0.1
70.7682	36.4393	207.83	0.1
71.3287	37.2025	113.04	0.1
73.2767	38.3957	130.54	0.1
84.0547	35.5307	20.52	0.1
70.5255	36.2613	93.46	0.1
71.1786	36.6728	218.52	0.1
85.4181	27.7199	15.03	0.1
73.7283	38.1733	148.91	0.1
71.6239	37.5127	107.61	0.1
72.1372	37.4467	210.06	0.1
77.9967	35.9367	10	0.1
71.01	36.563	190.17	0.1
75.0746	39.5731	58.15	0.1
70.9227	36.7838	68.33	0.1
74.5416	39.7238	10	0.1
74.575	39.7247	10	0.1
74.4991	39.6287	51.03	0.1
74.3584	38.3522	159.72	0.1
68.7296	38.5742	10	0.1
71.3306	36.6304	228.18	0.1
70.9262	36.2021	91.96	0.1
98.8979	34.5109	10	0.1
72.235	37.3399	201.27	0.1
95.6051	26.3635	95.69	0.1
91.863	32.3573	10	0.1
71.1718	36.2961	108.76	0.1
91.9309	32.3026	10	0.1
69.8883	36.5161	152.1	0.1
96.66	34.415	10	0.1
96.5312	34.5812	12.75	0.1
70.2417	36.531	211.85	0.1
86.2888	28.2186	70.83	0.1
69.6313	36.5642	45.5	0.1
96.3401	25.0186	10	0.1
71.8184	37.3352	196.89	0.1
72.2624	37.4476	197.41	0.1
92.3725	26.3342	10	0.1
71.7777	37.5197	114.27	0.1
71.1161	36.6811	209.14	0.1
96.717	25.6457	10	0.1
96.8176	25.7111	10	0.1
96.8329	25.6938	10	0.1
87.7981	33.9546	10	0.1
70.8281	36.5242	188.85	0.1
71.0477	36.5754	204.41	0.1
71.0161	36.5925	219.45	0.1
70.9769	36.5749	214.05	0.1
99.9874	26.0674	10	0.1
71.1694	36.4392	142.19	0.1
70.3496	36.4617	200.14	0.1
70.9706	36.5505	206.04	0.1
77.9188	35.9168	10	0.1
71.7429	37.2689	127	0.1
70.5074	36.2389	143.19	0.1
71.2166	36.3713	131.74	0.1
83.1271	31.7278	10	0.1
67.5509	36.6853	10	0.1
76.8247	36.7806	94.87	0.1
77.0189	36.7229	110.9	0.1
70.7099	36.4763	145.68	0.1
95.9133	25.9974	79.64	0.1
94.8228	25.3875	74.41	0.1
70.7954	36.1336	107.78	0.1
71.0771	36.635	207.4	0.1
72.3607	38.3891	10	0.1
70.0785	36.5387	169.33	0.1
71.3624	36.6348	98.32	0.1
71.133	36.3452	103.25	0.1
86.5315	28.8085	10	0.1
78.2383	30.9544	10	0.1
72.0117	37.3015	165.09	0.1
75.9554	37.6329	115.8	0.1
