74.395426	34.033072
74.696705	33.731793
74.794177	33.669765
75.192929	33.253291
75.635986	32.925429
76.008154	32.757067
76.398044	32.216538
76.699323	31.977287
76.894268	31.862092
77.177825	31.649424
77.151241	30.896227
77.567715	30.258225
77.948744	29.983529
78.639913	29.611361
79.38425	29.256916
79.783001	28.991081
80.527337	28.90247
81.360285	28.565746
81.71473	28.388524
81.94512	28.158134
82.140065	27.910022
82.512233	27.874577
82.902124	27.66191
83.57557	27.555576
83.770516	27.502409
84.071794	27.573298
84.443963	27.502409
84.922464	27.378353
85.263618	27.225498
85.764273	27.170116
86.550699	26.851115
86.905145	26.753643
87.649481	26.744781
88.083677	26.682753
88.65079	26.780226
88.969792	26.859976
89.395127	26.73592
89.536905	26.700476
90.166046	26.740351
90.653409	26.802379
91.180647	26.842254
91.51737	26.868837
92.21297	26.922004
92.611722	27.099227
92.979459	27.1967
93.302891	27.223283
93.626323	27.347339
93.932032	27.542284
94.317492	27.73723
94.822577	27.967619
95.168162	28.153703
95.398551	28.260037
95.925789	28.016356
96.227068	27.847994
96.067568	27.66191
95.721983	27.422659
95.38526	27.139102
95.243481	27.139102
95.137148	26.997324
94.61434	26.908713
94.357367	26.642878
94.286478	26.465655
94.011782	26.11121
93.706073	25.8055
93.475683	25.588402
93.161113	25.309276
