78.717448	33.364056
79.576979	33.248861
79.940286	33.062777
80.330177	32.991888
80.968179	32.761498
81.508709	32.726053
82.049238	32.336163
82.651796	32.282996
83.130298	32.026023
83.750578	32.017162
84.344275	31.804494
85.407612	31.822217
86.258282	31.884245
87.215285	31.698161
87.888732	31.636133
88.464706	31.61841
89.164737	31.813356
89.847045	31.8488
90.635687	31.671577
91.539523	31.866522
92.05347	31.981717
92.407915	31.981717
94.109255	31.414604
94.977647	31.343715
95.597927	31.166492
96.111873	30.936102
96.537208	30.723435
97.068877	30.563934
97.529656	30.262655
97.813213	29.571486
98.752494	28.313204
99.018328	27.728368
99.089218	26.96631
99.213274	26.044751
99.372774	25.477638
